question,volume,suspicion_score,surprise_score,late_move_ratio,price_volatility,max_single_move,total_price_move,price_momentum_6h,price_momentum_12h,new_wallet_ratio,new_wallet_ratio_6h,burst_score,directional_consensus,order_flow_imbalance,wallet_concentration,wallet_age_median_days,cross_market_wallet_flag,label,is_labeled_only,label_weight,is_confirmed,is_positive,pu_prob,iso_score,ocsvm_score,insider_trading_prob,end_date
Another US military action against Iran by Monday?,1032749.912695,-0.13287145796776229,0.325,0.3600000000000001,0.0378782575720454,0.14,0.125,-0.08499999999999996,-0.10999999999999999,0.6509970070867592,0.08401452873153623,0.083804143126177,0.713694761438336,0.426363130848743,0.8583673224415151,406.0,7.0,,False,0.0,False,False,0.012777447618675638,0.23123533469174973,0.30990715354043386,0.083126283156681,2025-06-23T00:00:00Z
Will Finland win Eurovision 2026?,6594936.095275031,-0.11776207382142251,0.5555,0.0,0.008049204777028173,0.028500000000000025,0.06599999999999995,0.00649999999999995,-0.02100000000000002,0.009136829813743187,0.003669494328813341,0.0065690816714787,0.5024606260075516,0.01706395295758613,0.9377738847592796,225.0,6.0,,False,0.0,False,False,0.28256922133670936,0.21525346657889544,0.6878581190458547,0.36026121314064774,2026-05-16T00:00:00Z
Will Sweden win Eurovision 2025?,2779981.831782,-0.1484462946294059,0.435,0.24999999999999895,0.01065955323393647,0.050000000000000044,0.03999999999999998,0.019999999999999962,0.009999999999999953,0.0033862190848910115,0.00189603062704445,0.0057190138959869,0.6428365274429845,0.2546602824563383,0.9531940435301336,411.0,10.0,,False,0.0,False,False,0.06266900543174565,0.06572649070374556,0.9027738568195999,0.2308428499729165,2025-05-17T12:00:00Z
Will Austria win Eurovision 2025?,2149566.28725,-0.1461793874771039,0.234,0.0,0.00669117646327257,0.03,0.008000000000000007,0.01050000000000001,0.009000000000000008,0.006023923187300232,0.0042081806768626325,0.0196299162738338,0.557268399677345,0.11356042733464597,0.9313325807677517,565.0,14.0,,False,0.0,False,False,0.23776227133609815,0.13018016057784626,0.6172625214987655,0.30828321583071905,2025-05-17T12:00:00Z
"Will Eleven die in ""Stranger Things: Season 5""?",80824835.00196,-0.008216902930046455,0.455,0.09374999999999972,0.014431573765915428,0.05499999999999999,0.16000000000000003,-0.020000000000000018,-0.06,0.015425689531992725,0.009197146952019201,0.0555737812479496,0.578572814450367,0.3131109914005927,0.9011823972152209,181.0,5.0,,False,0.0,False,False,0.055740080451941135,0.11368227948245568,0.7689963085641331,0.2012884360259053,2025-12-31T00:00:00Z
"Will ""Avatar: Fire and Ash"" Opening Weekend Box Office be less than 90m?",2320174.906847,-0.06909754487546615,0.651,0.056463595839524566,0.06973159432221503,0.29600000000000004,0.3365,0.0595,-0.22650000000000003,0.05294081464447282,0.019038639190045926,0.0295640055743579,0.5810094423404799,0.39930678255769875,0.9078111159331097,575.5,15.0,,False,0.0,False,False,0.01594282251357807,0.260782019524357,0.2573367165104708,0.07646356116349556,2025-12-22T12:00:00Z
"Will ""Avatar: Fire and Ash"" Opening Weekend Box Office be between 90m and 101m?",1806946.978051,-0.08502323005750256,0.615,0.03333333333333337,0.06355276766556926,0.275,0.3,-0.05499999999999999,0.225,0.11937422851762372,0.03502411266305209,0.0307290911726337,0.5622668699930878,0.2062809345715527,0.9162891686063412,504.0,13.0,,False,0.0,False,False,0.03594612744629747,0.2109392492861878,0.35566174663123923,0.10863890737528034,2025-12-22T12:00:00Z
Will Gemini 3.0 be released by October 31?,2951588.21987,-0.1107663850209421,0.0235,0.0,0.004103152107845746,0.014000000000000002,0.021,-0.0019999999999999996,-0.017,0.01230447180370666,0.0027625107836944797,0.0125603864734299,0.6894574165474312,0.5025290456849857,0.941405207682517,241.5,10.0,,False,0.3,False,True,0.7829864015054628,0.21413251211868614,0.7412805737992781,0.7462025414948871,2025-10-31T00:00:00Z
Will Gemini 3.0 be released by November 30?,4626435.407307,-0.1367151219269988,0.25,0.15000000000000016,0.026280098765612353,0.1449999999999999,0.09999999999999998,0.08999999999999997,-0.05499999999999994,0.0069550257129419105,0.0017284784178980106,0.0197083800672969,0.6599639369627186,0.3195181004428128,0.9214108407986565,364.5,6.0,,False,0.3,False,True,0.8231127393800977,0.07381732078490454,0.9281200853756572,0.8066494376494499,2025-10-31T00:00:00Z
Will Gemini 3.0 be released by November 15?,3759910.13439,-0.1178981945021706,0.525,0.051724137931034427,0.03404535199448435,0.18,0.29000000000000004,-0.020000000000000018,-0.125,0.025125638020713915,0.008202104777452856,0.0208788540907987,0.5258607908448244,0.03845793116786611,0.8931936019586784,218.5,9.0,,False,0.3,False,True,0.6867843832766612,0.1987995989386605,0.5927015206349131,0.6435685715314117,2025-10-31T00:00:00Z
Will Sinners win Best Picture at the 98th Academy Awards?,2868468.7951879823,-0.1335796013289317,0.198,0.0,0.0022859719427306096,0.010499999999999982,0.004500000000000004,-0.001999999999999974,-0.012999999999999984,0.007482011459653484,0.004286839236376741,0.0096992191603347,0.799818811218874,0.5996376224377483,0.9303998476801218,211.0,12.0,,False,0.0,False,False,0.2678433504098282,0.10584845248814342,0.7624435421709794,0.35866364386597427,2026-03-15T00:00:00Z
Will Elon tweet less than 400 times Jan 10-17?,1313624.428042,-0.038315948967910074,0.675,0.0,0.041801535797883406,0.21,0.6745000000000001,-0.0845,-0.2295,0.2917225227066658,0.03987821023957114,0.0207867452734295,0.5785951415975555,0.501973253743967,0.952211742621839,580.0,11.0,,False,0.0,False,False,0.022435577722052475,0.34497149589654297,0.17785364344541624,0.06964598677544975,2025-01-17T12:00:00Z
Will Elon tweet 400-449 times Jan 10-17?,1126398.374538,-0.0448672450474904,0.78,0.007462686567164185,0.02531333743424117,0.11999999999999997,0.67,0.06500000000000006,0.15500000000000003,0.04376437069753753,0.029340485136814646,0.0334532073262524,0.7253504282479705,0.07721236075401039,0.9135741492308538,559.0,10.0,,False,0.0,False,False,0.03677770845032153,0.3902450451939675,0.17968842437324573,0.08303321847208867,2025-01-17T12:00:00Z
"Will ""Donk"" be said during the PGL Bucharest 2026 Grand Final?",5642567.632332003,-0.1148145463883895,0.56,0.0,0.022261077142752005,0.09000000000000002,0.09000000000000002,0.09000000000000002,0.10500000000000004,0.08036390483462949,0.04018194839911911,0.25,0.5097801395231644,0.8151630164694347,0.5520632586790355,229.0,0.0,,False,0.0,False,False,0.041768717505752985,0.4176607933603801,0.22243419688178942,0.09669641717369164,2026-04-11T00:00:00Z
Will Michael B. Jordan win Best Actor at the 98th Academy Awards?,3149785.4254659982,-0.13368825409523732,0.4545,0.2272727272727222,0.007648055759706272,0.028000000000000025,0.01100000000000001,-0.010499999999999954,0.02400000000000002,0.03781816066220752,0.008784441735604963,0.0133039337397394,0.5053530605474937,0.250051954719746,0.9067832597167476,578.0,12.0,,False,0.0,False,False,0.005885209681505492,0.09275688441685848,0.7065365601462762,0.1503590635112273,2026-03-15T00:00:00Z
"Will ""Tití Me Preguntó"" be played first at the Super Bowl halftime show?",1931788.643205,-0.15318141827089338,0.42000000000000004,0.2105263157894725,0.026265017308494232,0.1050000000000001,0.09500000000000008,-0.04999999999999993,0.0050000000000000044,0.03080355831142616,0.015535927919062354,0.0620514354066985,0.6191103434154115,0.24844568255126775,0.9215698582314402,212.0,6.0,,False,0.0,False,False,0.009612223188369587,0.0600494767017696,0.8101633267102505,0.17224430656841577,2026-02-08T00:00:00Z
Will the 2026 Bad Bunny Super Bowl halftime show video get between 75M and 100M views in its first 7 days?,1391280.098319,-0.10576948367866296,0.5595,0.07396870554765297,0.05433723483755922,0.27649999999999997,0.35150000000000003,0.020500000000000074,0.29350000000000004,0.06259489532150894,0.023658127945089626,0.0390915119363395,0.637822880058739,0.2611954273995376,0.8810813281098826,289.0,13.0,,False,0.0,False,False,0.016368710756366017,0.1868902501194509,0.3980288395082004,0.10122681347488716,2026-02-15T00:00:00Z
Will the 2026 Bad Bunny Super Bowl halftime show video get between 100M and 125M views in its first 7 days?,1261221.347169,-0.10500836679305636,0.515,0.06666666666666662,0.053664398579115966,0.255,0.30000000000000004,0.0,-0.27,0.04336506251295991,0.01969278834823214,0.042763434530317,0.5970037552119033,0.1949225946763583,0.8785939168958041,241.0,12.0,,False,0.0,False,False,0.05023565163343868,0.18075219324661151,0.4506728395814756,0.13684891630370472,2026-02-15T00:00:00Z
Will Alex Honnold free solo Taipei 101 in between 1 hour and 15 minutes and 1 hour and 30 minutes?,1006122.762023,-0.13108782064459656,0.375,0.8888888888888888,0.013710615845828656,0.08000000000000002,0.09000000000000002,-0.08500000000000002,-0.11000000000000004,0.05791497597770721,0.04977768911465348,0.0824390243902439,0.7482767879537388,0.49657962982487147,0.6937596680559093,181.5,5.0,,False,0.0,False,False,0.0037384641795226363,0.1518156371906876,0.709396211825326,0.15227387235924156,2026-01-23T00:00:00Z
Will 'Lilo & Stitch' gross more than $170m opening weekend?,1135590.625671,-0.1342319371005895,0.48,0.09803921568627448,0.0219479197540474,0.09,0.255,0.08000000000000002,-0.035,0.00920977589364474,0.0027564301948290165,0.032289156626506,0.5281453565555347,0.167529237465886,0.8567419362079762,542.5,9.0,,False,0.0,False,False,0.1638636020934301,0.10707321474712003,0.7083770082893688,0.26992676396530235,2025-05-23T12:00:00Z
Will Apple run an Ad during Super Bowl LIX?,1958248.202846,-0.1268627154445207,0.315,1.2499999999999973,0.03205289313544404,0.15000000000000002,0.020000000000000018,-0.044999999999999984,-0.044999999999999984,0.009103700758242288,0.008887788001694676,0.0546909737661182,0.5000722887821352,0.3300254691342807,0.8008280004610615,578.0,5.0,,False,0.0,False,False,0.03234600962227956,0.1411029603931554,0.7134352117509937,0.1740016975865662,2025-02-09T12:00:00Z
Confirmed case of Hantavirus in US by May 15?,1295665.9735059973,-0.1373809975877624,0.4,0.03389830508474579,0.01823281358354975,0.08000000000000002,0.29500000000000004,-0.08,-0.085,0.009694104210611693,0.006219231810139125,0.0349905995404219,0.5640366757666052,0.4577400829526976,0.9037609315909902,94.5,9.0,,False,0.0,False,False,0.10379958384326295,0.12990448680123448,0.5959813224112591,0.20354117670476077,2026-05-15T00:00:00Z
"Will Taylor Swift say ""Sabrina"" or ""Carpenter"" during Tonight Show on October 6?",1098950.841744,-0.1348675200849953,0.29500000000000004,0.14285714285714285,0.009611041258821482,0.040000000000000036,0.1050000000000001,0.09000000000000008,0.04500000000000004,0.4424473304350969,0.1526683579694165,0.1375,0.7862462350191548,0.5814522365041871,0.5667637974463742,361.0,2.0,,False,0.0,False,False,0.11129176883753725,0.340300269698986,0.5051258605035446,0.20150901221381118,2025-10-06T00:00:00Z
Tesla launches unsupervised full self driving (FSD) by December 31?,1086303.0845,-0.12847466513239808,0.30000000000000004,1.000000000000002,0.014319480885153656,0.07000000000000006,0.05499999999999994,0.07500000000000007,0.07500000000000007,0.0005828005097597315,0.0005828005097597315,0.0217509516041326,0.5869996775952095,0.13943310958860194,0.9065669519785462,559.0,7.0,,False,0.0,False,False,0.18432381925017935,0.13487805224279195,0.7176175579863538,0.28851027864704487,2025-06-30T12:00:00Z
TikTok sale announced by October 31?,1519198.212144,-0.1445918457091454,0.1615,0.0,0.008850360946813915,0.0445,0.1595,-0.0005,-0.003,0.05362472288533766,0.03438753440304507,0.0306814580031695,0.8068245581335678,0.6931599258172352,0.9084586805730821,380.0,11.0,,False,0.0,False,False,0.04133985149046299,0.0363369985370545,0.927507035075319,0.21832314555976376,2025-10-31T12:00:00Z
Will Google have the top AI model on August 31?,1270334.832696,-0.15296744312233235,0.405,0.16666666666666666,0.009544871513258701,0.04500000000000004,0.030000000000000027,-0.015000000000000013,-0.015000000000000013,0.00011920296375247201,0.00011920296375247201,0.0349389416553595,0.5715192757161319,0.14379132373081527,0.8191689943841092,420.0,8.0,,False,0.0,False,False,0.530176986697115,0.06290635632343163,0.8870175231573499,0.5781815624704778,2025-07-31T00:00:00Z
Will OpenAi have the top AI model on August 31?,1867516.544714,-0.14858208119084004,0.43000000000000005,0.0,0.007434640514747303,0.040000000000000036,0.025000000000000022,0.010000000000000009,0.0050000000000000044,0.003461133492248962,0.002814548125721701,0.0427350427350427,0.5075704900060242,0.24029806800368714,0.8174615585239808,556.0,8.0,,False,1.0,True,True,0.9362995669963894,0.07314816807091291,0.8033513947709547,0.8665523626050287,2025-07-31T00:00:00Z
Will GPT-5 be released by July 31?,1458866.887591,-0.15018018524885213,0.325,0.10000000000000009,0.014272774324466744,0.08500000000000002,0.1,-0.009999999999999981,-0.09,0.00025694496416687286,0.00025694496416687286,0.0304709141274238,0.566269122813609,0.12142221324538019,0.9332871920227386,486.5,8.0,,False,0.6,False,True,0.9510781964520963,0.06343680535364395,0.8435316745171424,0.885186822510183,2025-06-30T12:00:00Z
Will OpenAI have the top AI model on July 31?,1103754.378316,-0.10843791991458707,0.022,0.05714285714285715,0.0038179782476465266,0.020000000000000004,0.017499999999999998,0.0004999999999999996,-0.0115,0.002810632836585108,0.0020607582008333298,0.0085109616626771,0.8718806698848383,0.7437613397696753,0.9104814914397088,350.0,13.0,,False,1.0,True,True,1.0,0.22705678231544454,0.7433650134613212,0.9100258418080365,2025-07-31T12:00:00Z
Will GPT-5 be released on August 7?,1657167.356902,-0.10639330109382644,0.495,0.01936218678815479,0.048947441616659856,0.19999999999999996,0.43899999999999995,0.06399999999999995,0.09899999999999998,0.25314924604934774,0.07266106729751726,0.1175589666791463,0.8538555379989372,0.7085828057576916,0.8982183618262518,351.5,13.0,,False,0.6,False,True,0.8501221031102844,0.210131095615223,0.4044924085726385,0.7289966138280021,2025-08-07T00:00:00Z
Will MicroStrategy purchase Bitcoin July 1-7?,2461790.069924,-0.13927292252246537,0.475,0.05000000000000006,0.028961190684550733,0.14,0.09999999999999998,0.03999999999999998,-0.020000000000000018,0.1276568963319343,0.015222797511862948,0.1304225352112676,0.5809617598717184,0.1063140341591561,0.9789788436273732,390.5,6.0,,False,0.0,False,False,0.2516610334521055,0.14619182739565542,0.6463660794495268,0.32532858234876727,2025-07-07T00:00:00Z
Will MicroStrategy purchase Bitcoin May 20-26?,1752695.649206,-0.10928695242512754,0.33,1.4999999999999944,0.03021126756847783,0.10999999999999999,0.010000000000000009,-0.07499999999999996,-0.07999999999999996,0.1322469935742778,0.07941874664792976,0.0862068965517241,0.6332604794840657,0.29647484248469375,0.9126880160488566,484.0,11.0,,False,0.0,False,False,0.006906433234028909,0.15108129220580063,0.6576598536169115,0.14426586025919402,2025-05-26T12:00:00Z
Will MicroStrategy purchase Bitcoin April 22-28?,1213100.878629,-0.14230461399526895,0.15000000000000002,0.05263157894736847,0.019218714472266363,0.129,0.133,-0.007000000000000006,-0.007500000000000062,0.02303596181632525,0.0027053385962490712,0.0799249530956848,0.922212317736732,0.8444306220937199,0.9385314397420568,482.0,10.0,,False,0.0,False,False,0.5055957496054521,0.1333546296856913,0.8259004494826804,0.5510446335849097,2025-04-28T12:00:00Z
Will MicroStrategy purchase Bitcoin April 15-21?,1019360.075725,-0.027521036630121343,0.7050000000000001,0.0014630577907827373,0.0735837060269892,0.4685,0.6835,-0.0004999999999999449,0.0,0.022634950760496347,0.01949307946883768,0.0610492845786963,0.7580676933047663,0.6418770792609471,0.9385590265530408,510.0,10.0,,False,0.0,False,False,0.07747352809055263,0.3477610875574812,0.13479894936887202,0.10245299031956295,2025-04-21T12:00:00Z
Will WTI Crude Oil (WTI) hit (HIGH) $105 in April?,1477214.890473997,0.032660150679635125,0.815,0.0,0.06258609774679934,0.30000000000000004,0.8145,0.3395,0.8345,0.05362223230311819,0.0,0.0940104786854012,0.7139909891353736,0.5723959877863027,0.9527426731629487,73.0,9.0,,False,0.0,False,False,0.029641346791817857,0.593749895396537,0.013249851044938572,0.05456847507267796,2026-04-30T00:00:00Z
Will WTI Crude Oil (WTI) hit (HIGH) $100 in April?,1887434.0132189968,0.15935334531026601,0.46499999999999997,14.449275362318806,0.1317384495780265,0.49850000000000005,0.034500000000000086,-0.23450000000000004,-0.034500000000000086,0.0,0.0,0.0554957788445621,0.726295998871626,0.5304594234462222,0.9544780842200495,344.0,11.0,,False,0.0,False,False,0.01770507563223452,0.7460663890966049,0.0,0.05058212617900614,2026-04-30T00:00:00Z
Will Silver (SI) hit (HIGH) $120 by end of January?,2746356.030976,-0.14452701392343242,0.278,0.0018018018018018016,0.031540595045155204,0.19199999999999998,0.2775,-0.0025,-0.0015,0.0018900487176839158,0.0005933786723113254,0.0273895242129041,0.6791550409234509,0.5831269045779157,0.9196670751408231,271.5,6.0,,False,0.0,False,False,0.4038402763000828,0.08276762634138146,0.8277217959518764,0.47256294773250646,2026-01-31T18:30:00Z
"Will Gold (GC) hit (HIGH) $5,500 by end of January?",1001808.204296,-0.13655413426309593,0.27,0.0037243947858473,0.04739095080496148,0.22499999999999998,0.2685,0.001,0.0,0.0019532717022107053,0.0012346816668287004,0.0483943241224794,0.7335440236316699,0.7719561719624274,0.912686533253485,271.5,5.0,,False,0.0,False,False,0.20648106645095335,0.14983103205665285,0.6958183189586876,0.30151601523278515,2026-01-31T18:30:00Z
S&P 500 (SPX) Opens Up or Down on March 2?,1713472.227752,-0.1502214139317279,0.285,0.0,0.02436669795823298,0.13,0.2845,-0.0025,-0.016,0.16896259665155064,0.013867472757627014,0.0470829068577277,0.8667718418319016,0.7257356132738996,0.9510489901013532,207.0,4.0,,False,0.0,False,False,0.05700505961140402,0.08524922937894118,0.7146031582550028,0.18993688782850063,2026-03-02T21:00:00Z
S&P 500 (SPX) Opens Up or Down on February 2?,1059512.569103,-0.14626602008916867,0.255,0.0,0.033063446841084684,0.15500000000000003,0.2545,-0.107,-0.0345,0.19061779969210868,0.07670555896315046,0.0826723611958511,0.9343696770134284,0.8675463295446464,0.9572105953687444,246.0,3.0,,False,0.0,False,False,0.054048306688762586,0.23269501766233647,0.6479572179008057,0.18176242447984992,2026-02-02T21:00:00Z
Will Daniel Baluta be the next Mayor of Bucharest?,4104707.491119,-0.14519844697191936,0.34,0.18404907975460147,0.006975381919283938,0.023499999999999965,0.08149999999999996,0.0050000000000000044,0.021499999999999964,0.01837003406644828,0.010617814643125197,0.007583796267399,0.5785832221385213,0.15716644427704282,0.9160620120077299,543.0,14.0,,False,0.0,False,False,0.016034936799081613,0.07355585378173442,0.6899199727914903,0.15368798984669602,2025-12-07T00:00:00Z
Will Ciprian Ciucu be the next Mayor of Bucharest?,5023684.810959,-0.12735411515019252,0.512,0.29999999999999954,0.011506694963037198,0.050000000000000044,0.08500000000000002,-0.0025000000000000022,0.009500000000000008,0.014229006615427883,0.007614132758702444,0.0058502688824453,0.5107033883655854,0.01886561654924199,0.9130631457918048,521.5,13.0,,False,0.0,False,False,0.03743254404908533,0.12697127819135226,0.6266031992823939,0.1597436118028604,2025-12-07T00:00:00Z
Will Dan or Simion win the diaspora vote?,6947261.525977,-0.13070600336080768,0.1785,0.0,0.009571240590767522,0.057999999999999996,0.0040000000000000036,0.031,-0.0040000000000000036,0.044102648013174164,0.026033996306613575,0.0338340043357076,0.8173450897923402,0.6346901795846809,0.9338911914302912,471.0,14.0,,False,0.0,False,False,0.03852141485840517,0.08351649081453645,0.8295479984275611,0.19897648537004292,2025-05-18T12:00:00Z
"Will Powell say ""Judge"" during June Press Conference?",3581540.719737,-0.13624669457034172,0.495,0.0,0.010156092753074577,0.04999999999999999,0.044999999999999984,-0.0050000000000000044,-0.010000000000000009,0.4963772662229611,0.4575136966178823,0.1739130434782608,0.5824289709709863,0.022302866931753963,0.782002091132197,341.0,2.0,,False,0.0,False,False,0.060108432720891294,0.5275642797964304,0.12050966424654154,0.09556147137979831,2025-06-18T12:00:00Z
Will Trump reduce tariffs on Mexico or Canada today?,1090785.105641,-0.10083704058860876,0.44,0.030769230769230754,0.039341365705266966,0.15000000000000002,0.325,-0.020000000000000004,-0.325,0.9451123823085181,0.3176359645631327,0.1579961464354527,0.7884428993944129,0.5764544536428622,0.7641947982216377,500.5,6.0,,False,0.0,False,False,0.20536979272579928,0.5167939127726834,0.08242616356177981,0.1963522728953396,2025-03-05T12:00:00Z
"Israel strikes Iran by June 25, 2025?",,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.4807494434572801,0.4315629026177133,0.0603336187486125,,0.8137072027198266,,360.75,0.0,CONFIRMED,True,1.0,True,True,1.0,0.3822827148789528,0.47946919589979126,0.8650079749239059,
#1 Searched Person on Google 2025?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0,,0.0,,360.75,0.0,SUSPECTED,True,0.6,False,True,1.0,0.13014640599671104,0.7220473983871308,0.9009167999772618,
Nobel Peace Prize winner 2025?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0,,0.0,,360.75,0.0,SUSPECTED,True,0.6,False,True,1.0,0.13014640599671104,0.7220473983871308,0.9009167999772618,
Will Lady Gaga perform at the Super Bowl LX halftime show?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.1230229449766094,,0.561530930610715,,360.75,0.0,SUSPECTED,True,0.6,False,True,1.0,0.06922978212764747,0.7533915134242606,0.9041397917912345,
Andrew Tate total posts March 10 - March 17?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0287844082248732,,0.6464902393595254,,360.75,0.0,SUSPECTED,True,0.6,False,True,1.0,0.04786610563225566,0.8695707918301391,0.9263074636476406,
"Will OpenAI release a browser by October 31, 2025?",,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0834703696936476,,0.7211666826898068,,360.75,0.0,SUSPECTED,True,1.0,True,True,1.0,0.06669807143124597,0.8031646940440078,0.9139678423803639,
"Will OpenAI release a new model by December 13, 2025?",,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.1039325842696629,,0.5198706829332196,,360.75,0.0,SUSPECTED,True,1.0,True,True,1.0,0.06299509685596177,0.803031766058918,0.9137561080545817,
Will OpenAI fire an employee for using confidential info on prediction markets?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0064802563750085,,0.7825672488437687,,360.75,0.0,CONFIRMED,True,1.0,True,True,1.0,0.08243854011817288,0.8031646959677436,0.9147548661994573,
Will MrBeast post a video this week? (Kalshi),,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0217879177475675,,0.7325204778992465,,360.75,0.0,CONFIRMED,True,1.0,True,True,1.0,0.055818338277465185,0.836442780425275,0.9200794729989282,
Will Kyle Langford be California governor? (Kalshi),,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0,,0.0,,360.75,0.0,CONFIRMED,True,1.0,True,True,1.0,0.13014640599671104,0.7220473983871308,0.9009167999772618,
Which crypto company will ZachXBT expose for insider trading?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0,,0.0,,360.75,0.0,SUSPECTED,True,0.6,False,True,1.0,0.13014640599671104,0.7220473983871308,0.9009167999772618,
Will Home Depot beat earnings estimates?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0051708883816717,,0.7237869402067069,,360.75,0.0,POSSIBLE,True,0.3,False,True,1.0,0.07302705760920215,0.8299244759097487,0.9196362480624098,
Will Google release Gemini 3 in November 2025?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0394722217811721,,0.7903476451207153,,360.75,0.0,POSSIBLE,True,0.3,False,True,1.0,0.07386979100617042,0.8102219905197343,0.9157378876542555,
"Will Russia capture Myrnohrad by November 15, 2025?",,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.07375182934965524,0.02824101109386679,0.0446527012127894,,0.5667151524839827,,360.75,0.0,CONFIRMED,True,1.0,True,True,1.0,0.06491956416032756,0.8987993322065018,0.9330058446493168,
Who is the most streamed artist on Spotify 2025?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.15714668425396197,0.028427935981884436,0.099219050057611,,0.8879791302957882,,360.75,0.0,POSSIBLE,True,0.3,False,True,1.0,0.19779952232621795,0.7108390055174865,0.9020577772198082,
Will Seguro win the Portugal presidential election?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0,,0.0,,360.75,0.0,POSSIBLE,True,0.3,False,True,1.0,0.13014640599671104,0.7220473983871308,0.9009167999772618,
"Monad airdrop by October 31, 2025?",,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.056860465116279,,0.6191542709408245,,360.75,0.0,POSSIBLE,True,0.3,False,True,1.0,0.041403861723180425,0.8660081942688141,0.9252718319399218,
Will Trump win the 2024 Presidential Election?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.0060739802608434,,0.38680498785576406,,360.75,0.0,POSSIBLE,True,0.3,False,True,1.0,0.06296365383461872,0.8828317916503423,0.9297145410217994,
Will Coinbase CEO Brian Armstrong say Bitcoin on the Q3 2025 earnings call?,,,0.305,0.0636604774535809,0.02407530719384582,0.10999999999999999,0.16449999999999998,-0.004,-0.010000000000000009,0.0,0.0,0.3797468354430379,,0.9013479405960952,,360.75,0.0,POSSIBLE,True,0.3,False,True,1.0,0.4485715268970577,0.07884189620126057,0.7881969555851049,
